Image,Caption,Rights
urn:cite:bnf:gr2705img.bnf2705_img139r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 139 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img139v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 139 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img140r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 140 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img140v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 140 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img141r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 141 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img141v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 141 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img142r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 142 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img142v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 142 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img143r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 143 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img143v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 143 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img144r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 144 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img144v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 144 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img145r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 145 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img145v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 145 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img146r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 146 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img146v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 146 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img147r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 147 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img147v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 147 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img148r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 148 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img148v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 148 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img149r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 149 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img149v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 149 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img150r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 150 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img150v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 150 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img151r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 151 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img151v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 151 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img152r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 152 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img152v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 152 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img153r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 153 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img153v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 153 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img154r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 154 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img154v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 154 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img155r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 155 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img155v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 155 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img156r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 156 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img156v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 156 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img157r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 157 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img157v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 157 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img158r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 158 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img158v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 158 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img159r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 159 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img159v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 159 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img160r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 160 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img160v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 160 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img161r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 161 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img161v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 161 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img162r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 162 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img162v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 162 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img163r,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 163 recto","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
urn:cite:bnf:gr2705img.bnf2705_img163v,"Bibliothèque nationale de France, Département des manuscrits, Grec 2370, 163 verso","Public domain material licensed for free non-commercial use in accordance with the French law 78-753 of July 17, 1978."
